date,airport,direction,time,destination,flight,airline,duration,raw_text,scraped_at
2026-01-31,BKK,departure,09:15,AUH Abu Dhabi,EY409,,6h 50m,09:15 | Etihad | AUH Abu Dhabi | EY409 | 6h 50m | DETAILS,2026-01-28T09:49:50.787715
2026-01-31,BKK,departure,09:15,HKT Phuket,VZ300,,1h 35m,09:15 | Vietjet Thailand | HKT Phuket | VZ300 | 1h 35m | DETAILS,2026-01-28T09:49:50.849670
2026-01-31,BKK,departure,09:15,SIN Singapore,TR609,,2h 40m,09:15 | Scoot | SIN Singapore | TR609 | 2h 40m | DETAILS,2026-01-28T09:49:50.911351
2026-01-31,BKK,departure,09:20,USM Koh Samui,PG127,,1h 15m,09:20 | Bangkok Airways | USM Koh Samui | PG127 | 1h 15m | DETAILS,2026-01-28T09:49:50.974124
2026-01-31,BKK,departure,09:20,RGN Yangon,UB20,,1h 25m,09:20 | Myanmar National Airlines | RGN Yangon | UB20 | 1h 25m | DETAILS,2026-01-28T09:49:51.036951
2026-01-31,BKK,departure,09:20,CAN Guangzhou,TG668,,3h 0m,09:20 | Thai Airways | CAN Guangzhou | TG668 | 3h 0m | DETAILS,2026-01-28T09:49:51.099880
2026-01-31,BKK,departure,09:25,PVG Shanghai,FM854,,4h 25m,09:25 | Shanghai Airlines | PVG Shanghai | FM854 | 4h 25m | DETAILS,2026-01-28T09:49:51.175672
2026-01-31,BKK,departure,09:25,CNX Chiang Mai,VZ116,,1h 20m,09:25 | Vietjet Thailand | CNX Chiang Mai | VZ116 | 1h 20m | DETAILS,2026-01-28T09:49:51.261514
2026-01-31,BKK,departure,09:30,DXB Dubai,EK375,,6h 45m,09:30 | Emirates | DXB Dubai | EK375 | 6h 45m | DETAILS,2026-01-28T09:49:51.336460
2026-01-31,BKK,departure,09:30,CDG Paris,AF183,,13h 5m,09:30 | Air France | CDG Paris | AF183 | 13h 5m | DETAILS,2026-01-28T09:49:51.411744
2026-01-31,BKK,departure,09:35,SIN Singapore,SQ705,,2h 35m,09:35 | Singapore Airlines | SIN Singapore | SQ705 | 2h 35m | DETAILS,2026-01-28T09:49:51.536211
2026-01-31,BKK,departure,09:35,URT Surat Thani,VZ350,,1h 15m,09:35 | Vietjet Thailand | URT Surat Thani | VZ350 | 1h 15m | DETAILS,2026-01-28T09:49:51.607397
2026-01-31,BKK,departure,09:40,ICN Seoul,KE660,,5h 25m,09:40 | Korean Air | ICN Seoul | KE660 | 5h 25m | DETAILS,2026-01-28T09:49:51.670758
2026-01-31,BKK,departure,09:40,HKT Phuket,TG205,,1h 30m,09:40 | Thai Airways | HKT Phuket | TG205 | 1h 30m | DETAILS,2026-01-28T09:49:51.727025
2026-01-31,BKK,departure,09:40,PQC Phu Quoc,VZ980,,1h 20m,09:40 | Vietjet Thailand | PQC Phu Quoc | VZ980 | 1h 20m | DETAILS,2026-01-28T09:49:51.803248
2026-01-31,BKK,departure,09:40,CDG Paris,SB500,,13h 20m,09:40 | Aircalin | CDG Paris | SB500 | 13h 20m | DETAILS,2026-01-28T09:49:51.868818
2026-01-31,BKK,departure,09:45,RGN Yangon,TG301,,1h 20m,09:45 | Thai Airways | RGN Yangon | TG301 | 1h 20m | DETAILS,2026-01-28T09:49:51.926104
2026-01-31,BKK,departure,09:55,VTE Vientiane,QV442,,1h 15m,09:55 | Lao Airlines | VTE Vientiane | QV442 | 1h 15m | DETAILS,2026-01-28T09:49:51.985116
2026-01-31,BKK,departure,09:55,HND Tokyo,JL32,,5h 35m,09:55 | JAL | HND Tokyo | JL32 | 5h 35m | DETAILS,2026-01-28T09:49:52.044347
2026-01-31,BKK,departure,10:00,CNX Chiang Mai,PG223,,1h 20m,10:00 | Bangkok Airways | CNX Chiang Mai | PG223 | 1h 20m | DETAILS,2026-01-28T09:49:52.110433
2026-01-31,BKK,departure,10:00,LPQ Luang Prabang,PG941,,1h 30m,10:00 | Bangkok Airways | LPQ Luang Prabang | PG941 | 1h 30m | DETAILS,2026-01-28T09:49:52.173867
2026-01-31,BKK,departure,10:05,TFU Chengdu,TG618,,2h 55m,10:05 | Thai Airways | TFU Chengdu | TG618 | 2h 55m | DETAILS,2026-01-28T09:49:52.242264
2026-01-31,BKK,departure,10:05,ALA Almaty,KC932,,7h 15m,10:05 | Air Astana | ALA Almaty | KC932 | 7h 15m | DETAILS,2026-01-28T09:49:52.321950
2026-01-31,BKK,departure,10:10,BOM Mumbai,6E1052,,5h 5m,10:10 | IndiGo | BOM Mumbai | 6E1052 | 5h 5m | DETAILS,2026-01-28T09:49:52.396193
2026-01-31,BKK,departure,10:10,IST Istanbul,TK65,,10h 35m,10:10 | Turkish Airlines | IST Istanbul | TK65 | 10h 35m | DETAILS,2026-01-28T09:49:52.467281
2026-01-31,BKK,departure,10:10,PEK Beijing,TG614,,4h 40m,10:10 | Thai Airways | PEK Beijing | TG614 | 4h 40m | DETAILS,2026-01-28T09:49:52.536774
2026-01-31,BKK,departure,10:10,FRA Frankfurt,DE2365,,12h 50m,10:10 | Condor | FRA Frankfurt | DE2365 | 12h 50m | DETAILS,2026-01-28T09:49:52.635547
2026-01-31,BKK,departure,10:15,USM Koh Samui,PG129,,1h 35m,10:15 | Bangkok Airways | USM Koh Samui | PG129 | 1h 35m | DETAILS,2026-01-28T09:49:52.695123
2026-01-31,BKK,departure,10:15,SVO Moscow,SU271,,10h 10m,10:15 | Aeroflot | SVO Moscow | SU271 | 10h 10m | DETAILS,2026-01-28T09:49:52.771274
2026-01-31,BKK,departure,10:15,CNX Chiang Mai,TG104,,1h 15m,10:15 | Thai Airways | CNX Chiang Mai | TG104 | 1h 15m | DETAILS,2026-01-28T09:49:52.836067
2026-01-31,BKK,departure,10:15,RGN Yangon,8M336,,1h 20m,10:15 | MAI | RGN Yangon | 8M336 | 1h 20m | DETAILS,2026-01-28T09:49:52.892355
2026-01-31,BKK,departure,10:15,KTM Kathmandu,TG319,,3h 25m,10:15 | Thai Airways | KTM Kathmandu | TG319 | 3h 25m | DETAILS,2026-01-28T09:49:52.949585
2026-01-31,BKK,departure,10:25,KKC Khon Kaen,TG42,,1h 0m,10:25 | Thai Airways | KKC Khon Kaen | TG42 | 1h 0m | DETAILS,2026-01-28T09:49:53.007919
2026-01-31,BKK,departure,10:25,CNX Chiang Mai,VZ102,,1h 20m,10:25 | Vietjet Thailand | CNX Chiang Mai | VZ102 | 1h 20m | DETAILS,2026-01-28T09:49:53.069486
2026-01-31,BKK,departure,10:30,CNX Chiang Mai,FD4104,,1h 20m,10:30 | Thai AirAsia | CNX Chiang Mai | FD4104 | 1h 20m | DETAILS,2026-01-28T09:49:53.155091
2026-01-31,BKK,departure,10:30,HKG Hong Kong,TG628,,2h 50m,10:30 | Thai Airways | HKG Hong Kong | TG628 | 2h 50m | DETAILS,2026-01-28T09:49:53.212366
2026-01-31,BKK,departure,10:30,HKT Phuket,VZ304,,1h 30m,10:30 | Vietjet Thailand | HKT Phuket | VZ304 | 1h 30m | DETAILS,2026-01-28T09:49:53.277044
2026-01-31,BKK,departure,10:35,PVG Shanghai,TG664,,4h 15m,10:35 | Thai Airways | PVG Shanghai | TG664 | 4h 15m | DETAILS,2026-01-28T09:49:53.351707
2026-01-31,BKK,departure,10:35,MFM Macau,NX995,,2h 50m,10:35 | Air Macau | MFM Macau | NX995 | 2h 50m | DETAILS,2026-01-28T09:49:53.433093
2026-01-31,BKK,departure,10:40,NST Nakhon Si Thammarat,FD4231,,1h 25m,10:40 | Thai AirAsia | NST Nakhon Si Thammarat | FD4231 | 1h 25m | DETAILS,2026-01-28T09:49:53.537111
2026-01-31,BKK,departure,10:40,HKG Hong Kong,UO705,,3h 0m,10:40 | HK Express | HKG Hong Kong | UO705 | 3h 0m | DETAILS,2026-01-28T09:49:53.643414
2026-01-31,BKK,departure,10:45,PVG Shanghai,FM842,,4h 10m,10:45 | Shanghai Airlines | PVG Shanghai | FM842 | 4h 10m | DETAILS,2026-01-28T09:49:53.709283
2026-01-31,BKK,departure,10:45,USM Koh Samui,PG131,,1h 35m,10:45 | Bangkok Airways | USM Koh Samui | PG131 | 1h 35m | DETAILS,2026-01-28T09:49:53.771837
2026-01-31,BKK,departure,10:50,DEL Delhi,6E1064,,4h 35m,10:50 | IndiGo | DEL Delhi | 6E1064 | 4h 35m | DETAILS,2026-01-28T09:49:53.836182
2026-01-31,BKK,departure,10:50,DAD Da Nang,VZ960,,1h 40m,10:50 | Vietjet Thailand | DAD Da Nang | VZ960 | 1h 40m | DETAILS,2026-01-28T09:49:53.894320
2026-01-31,BKK,departure,10:55,DAC Dhaka,TG321,,2h 35m,10:55 | Thai Airways | DAC Dhaka | TG321 | 2h 35m | DETAILS,2026-01-28T09:49:53.950911
2026-01-31,BKK,departure,10:55,KMG Kunming,TG612,,2h 10m,10:55 | Thai Airways | KMG Kunming | TG612 | 2h 10m | DETAILS,2026-01-28T09:49:54.009336
2026-01-31,BKK,departure,10:55,TPE Taipei,CI834,,3h 30m,10:55 | China Airlines | TPE Taipei | CI834 | 3h 30m | DETAILS,2026-01-28T09:49:54.071785
2026-01-31,BKK,departure,11:00,GAY Gaya,TG327,,3h 10m,11:00 | Thai Airways | GAY Gaya | TG327 | 3h 10m | DETAILS,2026-01-28T09:49:54.136941
2026-01-31,BKK,departure,11:00,HDY Hat Yai,VZ324,,1h 30m,11:00 | Vietjet Thailand | HDY Hat Yai | VZ324 | 1h 30m | DETAILS,2026-01-28T09:49:54.204011
2026-01-31,BKK,departure,11:05,SAI Siem Reap,PG905,,1h 50m,11:05 | Bangkok Airways | SAI Siem Reap | PG905 | 1h 50m | DETAILS,2026-01-28T09:49:54.263175
2026-01-31,BKK,departure,11:05,KUL Kuala Lumpur,MH785,,2h 20m,11:05 | Malaysia Airlines | KUL Kuala Lumpur | MH785 | 2h 20m | DETAILS,2026-01-28T09:49:54.338478
2026-01-31,BKK,departure,11:10,KKC Khon Kaen,FD4501,,1h 20m,11:10 | Thai AirAsia | KKC Khon Kaen | FD4501 | 1h 20m | DETAILS,2026-01-28T09:49:54.416159
2026-01-31,BKK,departure,11:10,HAK Haikou,HU7940,,2h 15m,11:10 | Hainan Airlines | HAK Haikou | HU7940 | 2h 15m | DETAILS,2026-01-28T09:49:54.490184
2026-01-31,BKK,departure,11:15,MNL Manila,5J930,,3h 45m,11:15 | Cebu Pacific | MNL Manila | 5J930 | 3h 45m | DETAILS,2026-01-28T09:49:54.564275
2026-01-31,BKK,departure,11:15,NAW Narathiwat,FD4252,,1h 40m,11:15 | Thai AirAsia | NAW Narathiwat | FD4252 | 1h 40m | DETAILS,2026-01-28T09:49:54.640107
2026-01-31,BKK,departure,11:15,USM Koh Samui,PG157,,1h 35m,11:15 | Bangkok Airways | USM Koh Samui | PG157 | 1h 35m | DETAILS,2026-01-28T09:49:54.756034
2026-01-31,BKK,departure,11:20,TPE Taipei,BR62,,3h 40m,11:20 | EVA Air | TPE Taipei | BR62 | 3h 40m | DETAILS,2026-01-28T09:49:54.819650
2026-01-31,BKK,departure,11:20,SGN Ho Chi Minh City,VN600,,1h 45m,11:20 | Vietnam Airlines | SGN Ho Chi Minh City | VN600 | 1h 45m | DETAILS,2026-01-28T09:49:54.879500
2026-01-31,BKK,departure,11:25,IKT Irkutsk,S76308,,6h 35m,11:25 | S7 Airlines | IKT Irkutsk | S76308 | 6h 35m | DETAILS,2026-01-28T09:49:54.944664
2026-01-31,BKK,departure,11:25,CAN Guangzhou,CZ358,,3h 0m,11:25 | China Southern | CAN Guangzhou | CZ358 | 3h 0m | DETAILS,2026-01-28T09:49:55.005051
2026-01-31,BKK,departure,11:25,MDL Mandalay,8M338,,1h 50m,11:25 | MAI | MDL Mandalay | 8M338 | 1h 50m | DETAILS,2026-01-28T09:49:55.066180
2026-01-31,BKK,departure,11:25,USM Koh Samui,PG133,,1h 10m,11:25 | Bangkok Airways | USM Koh Samui | PG133 | 1h 10m | DETAILS,2026-01-28T09:49:55.132885
2026-01-31,BKK,departure,11:30,XIY Xian,9C6300,,3h 50m,11:30 | Spring Airlines | XIY Xian | 9C6300 | 3h 50m | DETAILS,2026-01-28T09:49:55.195983
2026-01-31,BKK,departure,11:30,SHJ Sharjah,G9824,,7h 0m,11:30 | Air Arabia | SHJ Sharjah | G9824 | 7h 0m | DETAILS,2026-01-28T09:49:55.259366
2026-01-31,BKK,departure,11:30,HKT Phuket,TG207,,1h 30m,11:30 | Thai Airways | HKT Phuket | TG207 | 1h 30m | DETAILS,2026-01-28T09:49:55.327020
2026-01-31,BKK,departure,11:30,SIN Singapore,TG413,,2h 20m,11:30 | Thai Airways | SIN Singapore | TG413 | 2h 20m | DETAILS,2026-01-28T09:49:55.397719
2026-01-31,BKK,departure,11:35,CDG Paris,AF199,,13h 0m,11:35 | Air France | CDG Paris | AF199 | 13h 0m | DETAILS,2026-01-28T09:49:55.475985
2026-01-31,BKK,departure,11:35,PQC Phu Quoc,VZ984,,1h 20m,11:35 | Vietjet Thailand | PQC Phu Quoc | VZ984 | 1h 20m | DETAILS,2026-01-28T09:49:55.566603
2026-01-31,BKK,departure,11:35,KWI Kuwait,KU412,,7h 40m,11:35 | Kuwait Airways | KWI Kuwait | KU412 | 7h 40m | DETAILS,2026-01-28T09:49:55.649199
2026-01-31,BKK,departure,11:35,KTI Phnom Penh,KR702,,1h 15m,11:35 | Cambodia Airways | KTI Phnom Penh | KR702 | 1h 15m | DETAILS,2026-01-28T09:49:55.720711
2026-01-31,BKK,departure,11:40,CXR Nha Trang,VZ968,,1h 50m,11:40 | Vietjet Thailand | CXR Nha Trang | VZ968 | 1h 50m | DETAILS,2026-01-28T09:49:55.829370
2026-01-31,BKK,departure,11:45,NNG Nanning,9C7486,,2h 20m,11:45 | Spring Airlines | NNG Nanning | 9C7486 | 2h 20m | DETAILS,2026-01-28T09:49:55.936566
2026-01-31,BKK,departure,11:45,SGN Ho Chi Minh City,VJ802,,1h 25m,11:45 | VietJet | SGN Ho Chi Minh City | VJ802 | 1h 25m | DETAILS,2026-01-28T09:49:56.019002
2026-01-31,BKK,departure,11:50,CKG Chongqing,HU424,,3h 25m,11:50 | Hainan Airlines | CKG Chongqing | HU424 | 3h 25m | DETAILS,2026-01-28T09:49:56.078879
2026-01-31,BKK,departure,11:55,USM Koh Samui,PG135,,1h 10m,11:55 | Bangkok Airways | USM Koh Samui | PG135 | 1h 10m | DETAILS,2026-01-28T09:49:56.141909
2026-01-31,BKK,departure,11:55,KHH Kaohsiung,TG630,,3h 20m,11:55 | Thai Airways | KHH Kaohsiung | TG630 | 3h 20m | DETAILS,2026-01-28T09:49:56.207465
2026-01-31,BKK,departure,11:55,VTE Vientiane,TG570,,1h 10m,11:55 | Thai Airways | VTE Vientiane | TG570 | 1h 10m | DETAILS,2026-01-28T09:49:56.268424
2026-01-31,BKK,departure,11:55,SZX Shenzhen,CZ8076,,2h 45m,11:55 | China Southern | SZX Shenzhen | CZ8076 | 2h 45m | DETAILS,2026-01-28T09:49:56.326851
2026-01-31,BKK,departure,12:00,FOC Fuzhou,9C7302,,3h 30m,12:00 | Spring Airlines | FOC Fuzhou | 9C7302 | 3h 30m | DETAILS,2026-01-28T09:49:56.392167
2026-01-31,BKK,departure,12:00,CNX Chiang Mai,TG106,,1h 20m,12:00 | Thai Airways | CNX Chiang Mai | TG106 | 1h 20m | DETAILS,2026-01-28T09:49:56.454716
2026-01-31,BKK,departure,12:00,ARN Stockholm,N0192,,12h 55m,12:00 | Norse | ARN Stockholm | N0192 | 12h 55m | DETAILS,2026-01-28T09:49:56.520449
2026-01-31,BKK,departure,12:05,HKT Phuket,FD4110,,1h 40m,12:05 | Thai AirAsia | HKT Phuket | FD4110 | 1h 40m | DETAILS,2026-01-28T09:49:56.617067
2026-01-31,BKK,departure,12:10,AMS Amsterdam,BR75,,12h 55m,12:10 | EVA Air | AMS Amsterdam | BR75 | 12h 55m | DETAILS,2026-01-28T09:49:56.697785
2026-01-31,BKK,departure,12:10,CNX Chiang Mai,VZ110,,1h 25m,12:10 | Vietjet Thailand | CNX Chiang Mai | VZ110 | 1h 25m | DETAILS,2026-01-28T09:49:56.769497
2026-01-31,BKK,departure,12:10,SZX Shenzhen,ZH310,,2h 45m,12:10 | Shenzhen Airlines | SZX Shenzhen | ZH310 | 2h 45m | DETAILS,2026-01-28T09:49:56.845481
2026-01-31,BKK,departure,12:15,AMS Amsterdam,KL844,,12h 30m,12:15 | KLM | AMS Amsterdam | KL844 | 12h 30m | DETAILS,2026-01-28T09:49:56.954129
2026-01-31,BKK,departure,12:15,XMN Xiamen,MF854,,3h 10m,12:15 | XiamenAir | XMN Xiamen | MF854 | 3h 10m | DETAILS,2026-01-28T09:49:57.029767
2026-01-31,BKK,departure,12:15,FCO Rome,AZ759,,12h 40m,12:15 | ITA Airways | FCO Rome | AZ759 | 12h 40m | DETAILS,2026-01-28T09:49:57.101462
2026-01-31,BKK,departure,12:20,HAN Hanoi,VN610,,1h 55m,12:20 | Vietnam Airlines | HAN Hanoi | VN610 | 1h 55m | DETAILS,2026-01-28T09:49:57.165770
2026-01-31,BKK,departure,12:20,ICN Seoul,OZ744,,5h 20m,12:20 | Asiana | ICN Seoul | OZ744 | 5h 20m | DETAILS,2026-01-28T09:49:57.228273
2026-01-31,BKK,departure,12:25,CNX Chiang Mai,PG225,,1h 20m,12:25 | Bangkok Airways | CNX Chiang Mai | PG225 | 1h 20m | DETAILS,2026-01-28T09:49:57.289171
2026-01-31,BKK,departure,12:25,CEI Chiang Rai,TG132,,1h 30m,12:25 | Thai Airways | CEI Chiang Rai | TG132 | 1h 30m | DETAILS,2026-01-28T09:49:57.349789
2026-01-31,BKK,departure,12:25,LGW London,Z0792,,12h 55m,12:25 | Norse Atlantic UK | LGW London | Z0792 | 12h 55m | DETAILS,2026-01-28T09:49:57.411622
2026-01-31,BKK,departure,12:25,CAN Guangzhou,CZ8080,,2h 55m,12:25 | China Southern | CAN Guangzhou | CZ8080 | 2h 55m | DETAILS,2026-01-28T09:49:57.485200
2026-01-31,BKK,departure,12:25,SIN Singapore,SQ707,,2h 35m,12:25 | Singapore Airlines | SIN Singapore | SQ707 | 2h 35m | DETAILS,2026-01-28T09:49:57.547587
2026-01-31,BKK,departure,12:30,HDY Hat Yai,TG263,,1h 30m,12:30 | Thai Airways | HDY Hat Yai | TG263 | 1h 30m | DETAILS,2026-01-28T09:49:57.628365
2026-01-31,BKK,departure,12:30,UTH Udon Thani,TG4,,1h 10m,12:30 | Thai Airways | UTH Udon Thani | TG4 | 1h 10m | DETAILS,2026-01-28T09:49:57.708832
2026-01-31,BKK,departure,12:35,CNX Chiang Mai,FD4106,,1h 25m,12:35 | Thai AirAsia | CNX Chiang Mai | FD4106 | 1h 25m | DETAILS,2026-01-28T09:49:57.789868
2026-01-31,BKK,departure,12:35,DPS Denpasar,TG439,,4h 25m,12:35 | Thai Airways | DPS Denpasar | TG439 | 4h 25m | DETAILS,2026-01-28T09:49:57.862925
2026-01-31,BKK,departure,12:40,LHR London,BR67,,13h 25m,12:40 | EVA Air | LHR London | BR67 | 13h 25m | DETAILS,2026-01-28T09:49:57.932923
2026-01-31,BKK,departure,12:40,HKT Phuket,PG273,,1h 35m,12:40 | Bangkok Airways | HKT Phuket | PG273 | 1h 35m | DETAILS,2026-01-28T09:49:58.052229
2026-01-31,BKK,departure,12:40,FRA Frankfurt,TG922,,12h 25m,12:40 | Thai Airways | FRA Frankfurt | TG922 | 12h 25m | DETAILS,2026-01-28T09:49:58.120286
2026-01-31,BKK,departure,12:40,YCU Yuncheng,ZH282,,3h 50m,12:40 | Shenzhen Airlines | YCU Yuncheng | ZH282 | 3h 50m | DETAILS,2026-01-28T09:49:58.183560
2026-01-31,BKK,departure,12:40,UBP Ubon Ratchathani,VZ220,,1h 10m,12:40 | Vietjet Thailand | UBP Ubon Ratchathani | VZ220 | 1h 10m | DETAILS,2026-01-28T09:49:58.243438
2026-01-31,BKK,departure,12:45,TDX Trat,PG305,,1h 0m,12:45 | Bangkok Airways | TDX Trat | PG305 | 1h 0m | DETAILS,2026-01-28T09:49:58.307003
2026-01-31,BKK,departure,12:45,CPH Copenhagen,SK974,,12h 30m,12:45 | SAS | CPH Copenhagen | SK974 | 12h 30m | DETAILS,2026-01-28T09:49:58.369731
2026-01-31,BKK,departure,12:45,SWA Jieyang,CZ8356,,2h 55m,12:45 | China Southern | SWA Jieyang | CZ8356 | 2h 55m | DETAILS,2026-01-28T09:49:58.435074
2026-01-31,BKK,departure,12:45,TPE Taipei,BR212,,3h 30m,12:45 | EVA Air | TPE Taipei | BR212 | 3h 30m | DETAILS,2026-01-28T09:49:58.496499
2026-01-31,BKK,departure,12:45,HKG Hong Kong,CX788,,2h 55m,12:45 | Cathay Pacific | HKG Hong Kong | CX788 | 2h 55m | DETAILS,2026-01-28T09:49:58.564526
2026-01-31,BKK,departure,12:50,HGH Hangzhou,JD420,,3h 50m,12:50 | Capital Airlines | HGH Hangzhou | JD420 | 3h 50m | DETAILS,2026-01-28T09:49:58.625936
2026-01-31,BKK,departure,12:50,TPE Taipei,TG634,,3h 30m,12:50 | Thai Airways | TPE Taipei | TG634 | 3h 30m | DETAILS,2026-01-28T09:49:58.703257
2026-01-31,BKK,departure,12:55,IKT Irkutsk,SU659,,6h 20m,12:55 | Aeroflot | IKT Irkutsk | SU659 | 6h 20m | DETAILS,2026-01-28T09:49:58.780499
2026-01-31,BKK,departure,13:05,MAA Chennai,6E1062,,3h 35m,13:05 | IndiGo | MAA Chennai | 6E1062 | 3h 35m | DETAILS,2026-01-28T09:49:58.863483
2026-01-31,BKK,departure,13:05,KTI Phnom Penh,K6723,,1h 15m,13:05 | Air Cambodia | KTI Phnom Penh | K6723 | 1h 15m | DETAILS,2026-01-28T09:49:58.934517
2026-01-31,BKK,departure,13:05,HKG Hong Kong,CX618,,2h 55m,13:05 | Cathay Pacific | HKG Hong Kong | CX618 | 2h 55m | DETAILS,2026-01-28T09:49:59.006893
2026-01-31,BKK,departure,13:10,NST Nakhon Si Thammarat,VZ334,,1h 20m,13:10 | Vietjet Thailand | NST Nakhon Si Thammarat | VZ334 | 1h 20m | DETAILS,2026-01-28T09:49:59.108245
2026-01-31,BKK,departure,13:15,UTH Udon Thani,VZ204,,1h 10m,13:15 | Vietjet Thailand | UTH Udon Thani | VZ204 | 1h 10m | DETAILS,2026-01-28T09:49:59.173948
2026-01-31,BKK,departure,13:15,KTI Phnom Penh,TK52,,1h 25m,13:15 | Turkish Airlines | KTI Phnom Penh | TK52 | 1h 25m | DETAILS,2026-01-28T09:49:59.234946
2026-01-31,BKK,departure,13:15,ZRH Zurich,LX181,,12h 10m,13:15 | SWISS | ZRH Zurich | LX181 | 12h 10m | DETAILS,2026-01-28T09:49:59.293511
2026-01-31,BKK,departure,13:20,LHR London,TG916,,13h 15m,13:20 | Thai Airways | LHR London | TG916 | 13h 15m | DETAILS,2026-01-28T09:49:59.356175
2026-01-31,BKK,departure,13:20,MNL Manila,PR731,,3h 45m,13:20 | PAL | MNL Manila | PR731 | 3h 45m | DETAILS,2026-01-28T09:49:59.426889
2026-01-31,BKK,departure,13:25,CEI Chiang Rai,VZ132,,1h 25m,13:25 | Vietjet Thailand | CEI Chiang Rai | VZ132 | 1h 25m | DETAILS,2026-01-28T09:49:59.494686
2026-01-31,BKK,departure,13:30,CNX Chiang Mai,TG110,,1h 15m,13:30 | Thai Airways | CNX Chiang Mai | TG110 | 1h 15m | DETAILS,2026-01-28T09:49:59.557208
2026-01-31,BKK,departure,13:30,BWN Bandar Seri Begawan,BI514,,2h 45m,13:30 | Royal Brunei Airlines | BWN Bandar Seri Begawan | BI514 | 2h 45m | DETAILS,2026-01-28T09:49:59.623809
2026-01-31,BKK,departure,13:35,PVG Shanghai,MU542,,4h 10m,13:35 | China Eastern | PVG Shanghai | MU542 | 4h 10m | DETAILS,2026-01-28T09:49:59.687961
2026-01-31,BKK,departure,13:40,HKT Phuket,VZ2300,,1h 35m,13:40 | Vietjet Thailand | HKT Phuket | VZ2300 | 1h 35m | DETAILS,2026-01-28T09:49:59.765593
2026-01-31,BKK,departure,13:45,TFU Chengdu,9C7502,,3h 15m,13:45 | Spring Airlines | TFU Chengdu | 9C7502 | 3h 15m | DETAILS,2026-01-28T09:49:59.845429
2026-01-31,BKK,departure,13:45,HKG Hong Kong,EK384,,2h 55m,13:45 | Emirates | HKG Hong Kong | EK384 | 2h 55m | DETAILS,2026-01-28T09:49:59.929582
2026-01-31,BKK,departure,13:45,TPE Taipei,JX742,,3h 40m,13:45 | Starlux | TPE Taipei | JX742 | 3h 40m | DETAILS,2026-01-28T09:50:00.008635
2026-01-31,BKK,departure,13:50,CNX Chiang Mai,VZ106,,1h 25m,13:50 | Vietjet Thailand | CNX Chiang Mai | VZ106 | 1h 25m | DETAILS,2026-01-28T09:50:00.088090
2026-01-31,BKK,departure,13:50,TFU Chengdu,CA466,,3h 10m,13:50 | Air China | TFU Chengdu | CA466 | 3h 10m | DETAILS,2026-01-28T09:50:00.223292
2026-01-31,BKK,departure,13:50,PNQ Pune,IX241,,4h 40m,13:50 | Air India Express | PNQ Pune | IX241 | 4h 40m | DETAILS,2026-01-28T09:50:00.290220
2026-01-31,BKK,departure,13:50,PVG Shanghai,9C7422,,4h 15m,13:50 | Spring Airlines | PVG Shanghai | 9C7422 | 4h 15m | DETAILS,2026-01-28T09:50:00.356067
2026-01-31,BKK,departure,13:55,HKT Phuket,TG211,,1h 30m,13:55 | Thai Airways | HKT Phuket | TG211 | 1h 30m | DETAILS,2026-01-28T09:50:00.434367
2026-01-31,BKK,departure,13:55,CMB Colombo,UL405,,3h 30m,13:55 | SriLankan Airlines | CMB Colombo | UL405 | 3h 30m | DETAILS,2026-01-28T09:50:00.507074
2026-01-31,BKK,departure,13:55,CAN Guangzhou,CZ8100,,3h 5m,13:55 | China Southern | CAN Guangzhou | CZ8100 | 3h 5m | DETAILS,2026-01-28T09:50:00.574592
2026-01-31,BKK,departure,14:00,SGN Ho Chi Minh City,VJ804,,1h 30m,14:00 | VietJet | SGN Ho Chi Minh City | VJ804 | 1h 30m | DETAILS,2026-01-28T09:50:00.641317
2026-01-31,BKK,departure,14:00,VIE Vienna,OS6,,11h 35m,14:00 | Austrian | VIE Vienna | OS6 | 11h 35m | DETAILS,2026-01-28T09:50:00.706217
2026-01-31,BKK,departure,14:00,HKG Hong Kong,TG638,,2h 45m,14:00 | Thai Airways | HKG Hong Kong | TG638 | 2h 45m | DETAILS,2026-01-28T09:50:00.769622
2026-01-31,BKK,departure,14:00,SIN Singapore,TR607,,2h 40m,14:00 | Scoot | SIN Singapore | TR607 | 2h 40m | DETAILS,2026-01-28T09:50:00.831642
2026-01-31,BKK,departure,14:05,TPE Taipei,CI832,,3h 35m,14:05 | China Airlines | TPE Taipei | CI832 | 3h 35m | DETAILS,2026-01-28T09:50:00.899802
2026-01-31,BKK,departure,14:10,DAC Dhaka,BS218,,2h 40m,14:10 | US-Bangla Airlines | DAC Dhaka | BS218 | 2h 40m | DETAILS,2026-01-28T09:50:00.979165
2026-01-31,BKK,departure,14:10,KBV Krabi,FD4400,,1h 25m,14:10 | Thai AirAsia | KBV Krabi | FD4400 | 1h 25m | DETAILS,2026-01-28T09:50:01.068458
2026-01-31,BKK,departure,14:10,KKC Khon Kaen,TG44,,1h 0m,14:10 | Thai Airways | KKC Khon Kaen | TG44 | 1h 0m | DETAILS,2026-01-28T09:50:01.159517
2026-01-31,BKK,departure,14:15,CGK Jakarta,GA867,,3h 40m,14:15 | Garuda Indonesia | CGK Jakarta | GA867 | 3h 40m | DETAILS,2026-01-28T09:50:01.310364
