date,airport,direction,time,destination,flight,airline,duration,raw_text,scraped_at
2026-04-06,BKK,arrival,04:05,PVG Shanghai,FM847,FM,4h 50m,04:05 | Shanghai Airlines | PVG Shanghai | FM847 | 4h 50m | DETAILS,2026-01-30T15:10:01.622502
2026-04-06,BKK,arrival,04:25,OSL Oslo,N091,N0,11h 40m,04:25 | Norse | OSL Oslo | N091 | 11h 40m | DETAILS,2026-01-30T15:10:01.714175
2026-04-06,BKK,arrival,04:35,HND Tokyo,NH849,NH,6h 30m,04:35 | ANA | HND Tokyo | NH849 | 6h 30m | DETAILS,2026-01-30T15:10:01.820731
2026-04-06,BKK,arrival,04:40,KIX Osaka,JL727,JL,5h 45m,04:40 | JAL | KIX Osaka | JL727 | 5h 45m | DETAILS,2026-01-30T15:10:01.920108
2026-04-06,BKK,arrival,04:50,HND Tokyo,TG661,TG,6h 30m,04:50 | Thai Airways | HND Tokyo | TG661 | 6h 30m | DETAILS,2026-01-30T15:10:02.023613
2026-04-06,BKK,arrival,05:10,KTM Kathmandu,TG310,TG,3h 30m,05:10 | Thai Airways | KTM Kathmandu | TG310 | 3h 30m | DETAILS,2026-01-30T15:10:02.131884
2026-04-06,BKK,arrival,05:10,IST Istanbul,TK58,TK,9h 20m,05:10 | Turkish Airlines | IST Istanbul | TK58 | 9h 20m | DETAILS,2026-01-30T15:10:02.225883
2026-04-06,BKK,arrival,05:25,DEL Delhi,TG316,TG,4h 25m,05:25 | Thai Airways | DEL Delhi | TG316 | 4h 25m | DETAILS,2026-01-30T15:10:02.328051
2026-04-06,BKK,arrival,05:30,HEL Helsinki,AY141,AY,11h 25m,05:30 | Finnair | HEL Helsinki | AY141 | 11h 25m | DETAILS,2026-01-30T15:10:02.443936
2026-04-06,BKK,arrival,05:30,ZRH Zurich,TG971,TG,11h 0m,05:30 | Thai Airways | ZRH Zurich | TG971 | 11h 0m | DETAILS,2026-01-30T15:10:02.537613
2026-04-06,BKK,arrival,05:35,BOM Mumbai,TG318,TG,4h 30m,05:35 | Thai Airways | BOM Mumbai | TG318 | 4h 30m | DETAILS,2026-01-30T15:10:02.641112
2026-04-06,BKK,arrival,05:35,BRU Brussels,TG935,TG,11h 5m,05:35 | Thai Airways | BRU Brussels | TG935 | 11h 5m | DETAILS,2026-01-30T15:10:02.742154
2026-04-06,BKK,arrival,05:40,IST Istanbul,TG901,TG,9h 10m,05:40 | Thai Airways | IST Istanbul | TG901 | 9h 10m | DETAILS,2026-01-30T15:10:02.856477
2026-04-06,BKK,arrival,05:50,HND Tokyo,JL33,JL,6h 30m,05:50 | JAL | HND Tokyo | JL33 | 6h 30m | DETAILS,2026-01-30T15:10:02.963921
2026-04-06,BKK,arrival,05:50,ARN Stockholm,TG961,TG,11h 0m,05:50 | Thai Airways | ARN Stockholm | TG961 | 11h 0m | DETAILS,2026-01-30T15:10:03.068864
2026-04-06,BKK,arrival,05:50,AMD Ahmedabad,VZ751,VZ,4h 25m,05:50 | Vietjet Thailand | AMD Ahmedabad | VZ751 | 4h 25m | DETAILS,2026-01-30T15:10:03.180566
2026-04-06,BKK,arrival,05:55,CDG Paris,TG931,TG,11h 15m,05:55 | Thai Airways | CDG Paris | TG931 | 11h 15m | DETAILS,2026-01-30T15:10:03.270391
2026-04-06,BKK,arrival,05:55,MXP Milan,TG941,TG,10h 50m,05:55 | Thai Airways | MXP Milan | TG941 | 10h 50m | DETAILS,2026-01-30T15:10:03.370228
2026-04-06,BKK,arrival,06:00,HND Tokyo,NH877,NH,6h 30m,06:00 | ANA | HND Tokyo | NH877 | 6h 30m | DETAILS,2026-01-30T15:10:03.472565
2026-04-06,BKK,arrival,06:00,CPH Copenhagen,TG951,TG,10h 35m,06:00 | Thai Airways | CPH Copenhagen | TG951 | 10h 35m | DETAILS,2026-01-30T15:10:03.573870
2026-04-06,BKK,arrival,06:00,LHR London,TG911,TG,11h 30m,06:00 | Thai Airways | LHR London | TG911 | 11h 30m | DETAILS,2026-01-30T15:10:03.696836
2026-04-06,BKK,arrival,06:00,MEL Melbourne,TG4621,TG,9h 30m,06:00 | Thai Airways | MEL Melbourne | TG4621 | 9h 30m | DETAILS,2026-01-30T15:10:03.806697
2026-04-06,BKK,arrival,06:05,MUC Munich,TG925,TG,10h 40m,06:05 | Thai Airways | MUC Munich | TG925 | 10h 40m | DETAILS,2026-01-30T15:10:03.883280
2026-04-06,BKK,arrival,06:10,CCU Kolkata,TG314,TG,2h 40m,06:10 | Thai Airways | CCU Kolkata | TG314 | 2h 40m | DETAILS,2026-01-30T15:10:03.973698
2026-04-06,BKK,arrival,06:10,CMB Colombo,TG308,TG,3h 45m,06:10 | Thai Airways | CMB Colombo | TG308 | 3h 45m | DETAILS,2026-01-30T15:10:04.053968
2026-04-06,BKK,arrival,06:10,LHE Lahore,TG346,TG,4h 30m,06:10 | Thai Airways | LHE Lahore | TG346 | 4h 30m | DETAILS,2026-01-30T15:10:04.146807
2026-04-06,BKK,arrival,06:10,MAA Chennai,TG338,TG,3h 30m,06:10 | Thai Airways | MAA Chennai | TG338 | 3h 30m | DETAILS,2026-01-30T15:10:04.230730
2026-04-06,BKK,arrival,06:15,AUH Abu Dhabi,EY408,EY,6h 35m,06:15 | Etihad | AUH Abu Dhabi | EY408 | 6h 35m | DETAILS,2026-01-30T15:10:04.312567
2026-04-06,BKK,arrival,06:15,DAC Dhaka,TG340,TG,2h 30m,06:15 | Thai Airways | DAC Dhaka | TG340 | 2h 30m | DETAILS,2026-01-30T15:10:06.609606
2026-04-06,BKK,arrival,06:15,HYD Hyderabad,TG330,TG,3h 35m,06:15 | Thai Airways | HYD Hyderabad | TG330 | 3h 35m | DETAILS,2026-01-30T15:10:06.683754
2026-04-06,BKK,arrival,06:15,OSL Oslo,TG955,TG,11h 30m,06:15 | Thai Airways | OSL Oslo | TG955 | 11h 30m | DETAILS,2026-01-30T15:10:06.746478
2026-04-06,BKK,arrival,06:15,CMB Colombo,UL402,UL,3h 40m,06:15 | SriLankan Airlines | CMB Colombo | UL402 | 3h 40m | DETAILS,2026-01-30T15:10:06.810228
2026-04-06,BKK,arrival,06:20,DOH Doha,QR838,QR,6h 25m,06:20 | Qatar Airways | DOH Doha | QR838 | 6h 25m | DETAILS,2026-01-30T15:10:06.876730
2026-04-06,BKK,arrival,06:20,BLR Bengaluru,TG326,TG,3h 55m,06:20 | Thai Airways | BLR Bengaluru | TG326 | 3h 55m | DETAILS,2026-01-30T15:10:06.940269
2026-04-06,BKK,arrival,06:20,KHI Karachi,TG342,TG,4h 50m,06:20 | Thai Airways | KHI Karachi | TG342 | 4h 50m | DETAILS,2026-01-30T15:10:07.005246
2026-04-06,BKK,arrival,06:25,FRA Frankfurt,TG921,TG,10h 40m,06:25 | Thai Airways | FRA Frankfurt | TG921 | 10h 40m | DETAILS,2026-01-30T15:10:07.066145
2026-04-06,BKK,arrival,06:25,ISB Islamabad,TG350,TG,5h 5m,06:25 | Thai Airways | ISB Islamabad | TG350 | 5h 5m | DETAILS,2026-01-30T15:10:07.134216
2026-04-06,BKK,arrival,06:40,TAS Tashkent,HY531,HY,6h 10m,06:40 | Uzbekistan Airways | TAS Tashkent | HY531 | 6h 10m | DETAILS,2026-01-30T15:10:07.197270
2026-04-06,BKK,arrival,06:40,BOM Mumbai,VZ761,VZ,4h 25m,06:40 | Vietjet Thailand | BOM Mumbai | VZ761 | 4h 25m | DETAILS,2026-01-30T15:10:07.274056
2026-04-06,BKK,arrival,06:45,AUH Abu Dhabi,EY402,EY,6h 35m,06:45 | Etihad | AUH Abu Dhabi | EY402 | 6h 35m | DETAILS,2026-01-30T15:10:07.337217
2026-04-06,BKK,arrival,06:55,MCT Muscat,WY817,WY,6h 5m,06:55 | Oman Air | MCT Muscat | WY817 | 6h 5m | DETAILS,2026-01-30T15:10:07.404271
2026-04-06,BKK,arrival,07:00,AMD Ahmedabad,TG344,TG,4h 25m,07:00 | Thai Airways | AMD Ahmedabad | TG344 | 4h 25m | DETAILS,2026-01-30T15:10:07.465050
2026-04-06,BKK,arrival,07:15,USM Koh Samui,PG100,PG,1h 15m,07:15 | Bangkok Airways | USM Koh Samui | PG100 | 1h 15m | DETAILS,2026-01-30T15:10:07.526774
2026-04-06,BKK,arrival,07:15,DOH Doha,QR830,QR,6h 25m,07:15 | Qatar Airways | DOH Doha | QR830 | 6h 25m | DETAILS,2026-01-30T15:10:07.589519
2026-04-06,BKK,arrival,07:35,DXB Dubai,EK374,EK,6h 5m,07:35 | Emirates | DXB Dubai | EK374 | 6h 5m | DETAILS,2026-01-30T15:10:07.656607
2026-04-06,BKK,arrival,07:40,DEL Delhi,AI2336,AI,4h 30m,07:40 | Air India | DEL Delhi | AI2336 | 4h 30m | DETAILS,2026-01-30T15:10:07.719844
2026-04-06,BKK,arrival,07:50,SHJ Sharjah,G9821,G9,6h 35m,07:50 | Air Arabia | SHJ Sharjah | G9821 | 6h 35m | DETAILS,2026-01-30T15:10:07.784055
2026-04-06,BKK,arrival,07:55,BLR Bengaluru,6E1055,6E,4h 5m,07:55 | IndiGo | BLR Bengaluru | 6E1055 | 4h 5m | DETAILS,2026-01-30T15:10:07.848669
2026-04-06,BKK,arrival,07:55,CNX Chiang Mai,FD4105,FD,1h 15m,07:55 | Thai AirAsia | CNX Chiang Mai | FD4105 | 1h 15m | DETAILS,2026-01-30T15:10:07.910154
2026-04-06,BKK,arrival,07:55,CNX Chiang Mai,VZ2105,VZ,1h 20m,07:55 | Vietjet Thailand | CNX Chiang Mai | VZ2105 | 1h 20m | DETAILS,2026-01-30T15:10:07.971407
2026-04-06,BKK,arrival,08:05,SIN Singapore,SQ706,SQ,2h 25m,08:05 | Singapore Airlines | SIN Singapore | SQ706 | 2h 25m | DETAILS,2026-01-30T15:10:08.033409
2026-04-06,BKK,arrival,08:05,SIN Singapore,TR608,TR,2h 35m,08:05 | Scoot | SIN Singapore | TR608 | 2h 35m | DETAILS,2026-01-30T15:10:08.098029
2026-04-06,BKK,arrival,08:35,RGN Yangon,UB19,UB,1h 25m,08:35 | Myanmar National Airlines | RGN Yangon | UB19 | 1h 25m | DETAILS,2026-01-30T15:10:08.161887
2026-04-06,BKK,arrival,08:40,VTE Vientiane,QV441,QV,1h 15m,08:40 | Lao Airlines | VTE Vientiane | QV441 | 1h 15m | DETAILS,2026-01-30T15:10:08.222571
2026-04-06,BKK,arrival,08:55,ALA Almaty,KC931,KC,6h 40m,08:55 | Air Astana | ALA Almaty | KC931 | 6h 40m | DETAILS,2026-01-30T15:10:08.289883
2026-04-06,BKK,arrival,08:55,PEN Penang,TG426,TG,1h 50m,08:55 | Thai Airways | PEN Penang | TG426 | 1h 50m | DETAILS,2026-01-30T15:10:08.350867
2026-04-06,BKK,arrival,09:00,HKT Phuket,VZ317,VZ,1h 30m,09:00 | Vietjet Thailand | HKT Phuket | VZ317 | 1h 30m | DETAILS,2026-01-30T15:10:08.412338
2026-04-06,BKK,arrival,09:05,MAA Chennai,6E1061,6E,3h 35m,09:05 | IndiGo | MAA Chennai | 6E1061 | 3h 35m | DETAILS,2026-01-30T15:10:08.479139
2026-04-06,BKK,arrival,09:05,USM Koh Samui,PG102,PG,1h 15m,09:05 | Bangkok Airways | USM Koh Samui | PG102 | 1h 15m | DETAILS,2026-01-30T15:10:08.540242
2026-04-06,BKK,arrival,09:10,CDG Paris,AF198,AF,11h 20m,09:10 | Air France | CDG Paris | AF198 | 11h 20m | DETAILS,2026-01-30T15:10:08.600221
2026-04-06,BKK,arrival,09:10,HKT Phuket,PG270,PG,1h 35m,09:10 | Bangkok Airways | HKT Phuket | PG270 | 1h 35m | DETAILS,2026-01-30T15:10:08.666597
2026-04-06,BKK,arrival,09:15,RGN Yangon,8M335,8M,1h 20m,09:15 | MAI | RGN Yangon | 8M335 | 1h 20m | DETAILS,2026-01-30T15:10:08.729027
2026-04-06,BKK,arrival,09:15,DEL Delhi,TG332,TG,4h 25m,09:15 | Thai Airways | DEL Delhi | TG332 | 4h 25m | DETAILS,2026-01-30T15:10:08.793338
2026-04-06,BKK,arrival,09:15,NST Nakhon Si Thammarat,VZ331,VZ,1h 15m,09:15 | Vietjet Thailand | NST Nakhon Si Thammarat | VZ331 | 1h 15m | DETAILS,2026-01-30T15:10:08.857211
2026-04-06,BKK,arrival,09:20,SIN Singapore,TG402,TG,2h 20m,09:20 | Thai Airways | SIN Singapore | TG402 | 2h 20m | DETAILS,2026-01-30T15:10:08.925752
2026-04-06,BKK,arrival,09:25,USM Koh Samui,PG104,PG,1h 15m,09:25 | Bangkok Airways | USM Koh Samui | PG104 | 1h 15m | DETAILS,2026-01-30T15:10:08.988816
2026-04-06,BKK,arrival,09:25,HKG Hong Kong,UO704,UO,3h 0m,09:25 | HK Express | HKG Hong Kong | UO704 | 3h 0m | DETAILS,2026-01-30T15:10:09.051801
2026-04-06,BKK,arrival,09:25,CNX Chiang Mai,VZ101,VZ,1h 20m,09:25 | Vietjet Thailand | CNX Chiang Mai | VZ101 | 1h 20m | DETAILS,2026-01-30T15:10:09.115634
2026-04-06,BKK,arrival,09:25,LGW London,Z0791,Z0,11h 25m,09:25 | Norse Atlantic UK | LGW London | Z0791 | 11h 25m | DETAILS,2026-01-30T15:10:09.179331
2026-04-06,BKK,arrival,09:30,KTI Phnom Penh,K6722,K6,1h 15m,09:30 | Air Cambodia | KTI Phnom Penh | K6722 | 1h 15m | DETAILS,2026-01-30T15:10:09.240771
2026-04-06,BKK,arrival,09:30,AMS Amsterdam,KL843,KL,11h 15m,09:30 | KLM | AMS Amsterdam | KL843 | 11h 15m | DETAILS,2026-01-30T15:10:09.310569
2026-04-06,BKK,arrival,09:30,HKG Hong Kong,TG603,TG,2h 40m,09:30 | Thai Airways | HKG Hong Kong | TG603 | 2h 40m | DETAILS,2026-01-30T15:10:09.374609
2026-04-06,BKK,arrival,09:35,MFM Macau,NX996,NX,2h 55m,09:35 | Air Macau | MFM Macau | NX996 | 2h 55m | DETAILS,2026-01-30T15:10:09.437478
2026-04-06,BKK,arrival,09:35,KKC Khon Kaen,TG41,TG,1h 5m,09:35 | Thai Airways | KKC Khon Kaen | TG41 | 1h 5m | DETAILS,2026-01-30T15:10:09.498359
2026-04-06,BKK,arrival,09:35,HKG Hong Kong,UA820,UA,2h 55m,09:35 | United | HKG Hong Kong | UA820 | 2h 55m | DETAILS,2026-01-30T15:10:09.558246
2026-04-06,BKK,arrival,09:45,TPE Taipei,CI833,CI,3h 45m,09:45 | China Airlines | TPE Taipei | CI833 | 3h 45m | DETAILS,2026-01-30T15:10:09.622410
2026-04-06,BKK,arrival,09:45,BAH Bahrain,GF152,GF,7h 0m,09:45 | Gulf Air | BAH Bahrain | GF152 | 7h 0m | DETAILS,2026-01-30T15:10:09.684063
2026-04-06,BKK,arrival,09:45,USM Koh Samui,PG110,PG,1h 15m,09:45 | Bangkok Airways | USM Koh Samui | PG110 | 1h 15m | DETAILS,2026-01-30T15:10:09.751507
2026-04-06,BKK,arrival,09:45,IST Istanbul,TK64,TK,9h 20m,09:45 | Turkish Airlines | IST Istanbul | TK64 | 9h 20m | DETAILS,2026-01-30T15:10:09.813496
2026-04-06,BKK,arrival,09:45,KKC Khon Kaen,VZ211,VZ,1h 5m,09:45 | Vietjet Thailand | KKC Khon Kaen | VZ211 | 1h 5m | DETAILS,2026-01-30T15:10:09.875846
2026-04-06,BKK,arrival,09:50,NNG Nanning,GX8909,GX,2h 20m,09:50 | GX Airlines | NNG Nanning | GX8909 | 2h 20m | DETAILS,2026-01-30T15:10:09.935054
2026-04-06,BKK,arrival,09:50,ZRH Zurich,LX180,LX,10h 55m,09:50 | SWISS | ZRH Zurich | LX180 | 10h 55m | DETAILS,2026-01-30T15:10:10.000376
2026-04-06,BKK,arrival,09:50,UTH Udon Thani,TG3,TG,1h 10m,09:50 | Thai Airways | UTH Udon Thani | TG3 | 1h 10m | DETAILS,2026-01-30T15:10:10.060736
2026-04-06,BKK,arrival,09:55,SIN Singapore,TR624,TR,2h 35m,09:55 | Scoot | SIN Singapore | TR624 | 2h 35m | DETAILS,2026-01-30T15:10:10.127720
2026-04-06,BKK,arrival,09:55,CEI Chiang Rai,VZ131,VZ,1h 25m,09:55 | Vietjet Thailand | CEI Chiang Rai | VZ131 | 1h 25m | DETAILS,2026-01-30T15:10:10.190872
2026-04-06,BKK,arrival,10:00,HKG Hong Kong,CX705,CX,3h 0m,10:00 | Cathay Pacific | HKG Hong Kong | CX705 | 3h 0m | DETAILS,2026-01-30T15:10:10.251517
2026-04-06,BKK,arrival,10:00,CEI Chiang Rai,FD4151,FD,1h 25m,10:00 | Thai AirAsia | CEI Chiang Rai | FD4151 | 1h 25m | DETAILS,2026-01-30T15:10:10.312174
2026-04-06,BKK,arrival,10:00,HAK Haikou,HU7939,HU,2h 25m,10:00 | Hainan Airlines | HAK Haikou | HU7939 | 2h 25m | DETAILS,2026-01-30T15:10:10.374946
2026-04-06,BKK,arrival,10:00,USM Koh Samui,PG106,PG,1h 15m,10:00 | Bangkok Airways | USM Koh Samui | PG106 | 1h 15m | DETAILS,2026-01-30T15:10:10.436320
2026-04-06,BKK,arrival,10:00,UBP Ubon Ratchathani,TG21,TG,1h 15m,10:00 | Thai Airways | UBP Ubon Ratchathani | TG21 | 1h 15m | DETAILS,2026-01-30T15:10:10.497379
2026-04-06,BKK,arrival,10:05,MNL Manila,5J929,5J,3h 40m,10:05 | Cebu Pacific | MNL Manila | 5J929 | 3h 40m | DETAILS,2026-01-30T15:10:10.652811
2026-04-06,BKK,arrival,10:05,IKT Irkutsk,S76317,S7,6h 5m,10:05 | S7 Airlines | IKT Irkutsk | S76317 | 6h 5m | DETAILS,2026-01-30T15:10:10.756899
2026-04-06,BKK,arrival,10:05,SVX Yekaterinburg,SU652,SU,8h 35m,10:05 | Aeroflot | SVX Yekaterinburg | SU652 | 8h 35m | DETAILS,2026-01-30T15:10:10.847711
2026-04-06,BKK,arrival,10:05,SGN Ho Chi Minh City,VJ801,VJ,1h 30m,10:05 | VietJet | SGN Ho Chi Minh City | VJ801 | 1h 30m | DETAILS,2026-01-30T15:10:10.951871
2026-04-06,BKK,arrival,10:10,UTH Udon Thani,FD4351,FD,1h 10m,10:10 | Thai AirAsia | UTH Udon Thani | FD4351 | 1h 10m | DETAILS,2026-01-30T15:10:11.056780
2026-04-06,BKK,arrival,10:10,THS Sukhothai,PG212,PG,1h 15m,10:10 | Bangkok Airways | THS Sukhothai | PG212 | 1h 15m | DETAILS,2026-01-30T15:10:11.167527
2026-04-06,BKK,arrival,10:15,KUL Kuala Lumpur,MH784,MH,2h 15m,10:15 | Malaysia Airlines | KUL Kuala Lumpur | MH784 | 2h 15m | DETAILS,2026-01-30T15:10:11.266628
2026-04-06,BKK,arrival,10:20,CAN Guangzhou,CZ357,CZ,3h 5m,10:20 | China Southern | CAN Guangzhou | CZ357 | 3h 5m | DETAILS,2026-01-30T15:10:11.370652
2026-04-06,BKK,arrival,10:20,SHJ Sharjah,G9823,G9,6h 35m,10:20 | Air Arabia | SHJ Sharjah | G9823 | 6h 35m | DETAILS,2026-01-30T15:10:11.470565
2026-04-06,BKK,arrival,10:20,KWI Kuwait,KU411,KU,7h 10m,10:20 | Kuwait Airways | KWI Kuwait | KU411 | 7h 10m | DETAILS,2026-01-30T15:10:11.572536
2026-04-06,BKK,arrival,10:20,SGN Ho Chi Minh City,VN601,VN,1h 35m,10:20 | Vietnam Airlines | SGN Ho Chi Minh City | VN601 | 1h 35m | DETAILS,2026-01-30T15:10:11.666408
2026-04-06,BKK,arrival,10:25,KBV Krabi,VZ341,VZ,1h 25m,10:25 | Vietjet Thailand | KBV Krabi | VZ341 | 1h 25m | DETAILS,2026-01-30T15:10:11.779981
2026-04-06,BKK,arrival,10:30,MDL Mandalay,8M337,8M,1h 50m,10:30 | MAI | MDL Mandalay | 8M337 | 1h 50m | DETAILS,2026-01-30T15:10:11.880399
2026-04-06,BKK,arrival,10:30,USM Koh Samui,PG108,PG,1h 30m,10:30 | Bangkok Airways | USM Koh Samui | PG108 | 1h 30m | DETAILS,2026-01-30T15:10:11.988025
2026-04-06,BKK,arrival,10:30,USM Koh Samui,PG122,PG,1h 15m,10:30 | Bangkok Airways | USM Koh Samui | PG122 | 1h 15m | DETAILS,2026-01-30T15:10:12.086400
2026-04-06,BKK,arrival,10:30,HKT Phuket,VZ315,VZ,1h 30m,10:30 | Vietjet Thailand | HKT Phuket | VZ315 | 1h 30m | DETAILS,2026-01-30T15:10:12.191210
2026-04-06,BKK,arrival,10:35,CKG Chongqing,HU423,HU,3h 30m,10:35 | Hainan Airlines | CKG Chongqing | HU423 | 3h 30m | DETAILS,2026-01-30T15:10:12.295567
2026-04-06,BKK,arrival,10:35,HDY Hat Yai,TG260,TG,1h 30m,10:35 | Thai Airways | HDY Hat Yai | TG260 | 1h 30m | DETAILS,2026-01-30T15:10:12.386690
2026-04-06,BKK,arrival,10:40,CNX Chiang Mai,FD4101,FD,1h 20m,10:40 | Thai AirAsia | CNX Chiang Mai | FD4101 | 1h 20m | DETAILS,2026-01-30T15:10:12.491816
2026-04-06,BKK,arrival,10:40,TPE Taipei,TG637,TG,3h 45m,10:40 | Thai Airways | TPE Taipei | TG637 | 3h 45m | DETAILS,2026-01-30T15:10:12.587448
2026-04-06,BKK,arrival,10:40,HDY Hat Yai,VZ321,VZ,1h 30m,10:40 | Vietjet Thailand | HDY Hat Yai | VZ321 | 1h 30m | DETAILS,2026-01-30T15:10:12.676668
2026-04-06,BKK,arrival,10:45,PVG Shanghai,9C8891,9C,4h 50m,10:45 | Spring Airlines | PVG Shanghai | 9C8891 | 4h 50m | DETAILS,2026-01-30T15:10:12.783344
2026-04-06,BKK,arrival,10:45,TDX Trat,PG302,PG,1h 0m,10:45 | Bangkok Airways | TDX Trat | PG302 | 1h 0m | DETAILS,2026-01-30T15:10:12.897160
2026-04-06,BKK,arrival,10:50,HDY Hat Yai,FD4203,FD,1h 30m,10:50 | Thai AirAsia | HDY Hat Yai | FD4203 | 1h 30m | DETAILS,2026-01-30T15:10:13.026625
2026-04-06,BKK,arrival,10:50,URT Surat Thani,FD4213,FD,1h 25m,10:50 | Thai AirAsia | URT Surat Thani | FD4213 | 1h 25m | DETAILS,2026-01-30T15:10:13.138827
2026-04-06,BKK,arrival,10:50,CNX Chiang Mai,TG103,TG,1h 25m,10:50 | Thai Airways | CNX Chiang Mai | TG103 | 1h 25m | DETAILS,2026-01-30T15:10:13.223039
2026-04-06,BKK,arrival,10:50,HAN Hanoi,VN611,VN,2h 0m,10:50 | Vietnam Airlines | HAN Hanoi | VN611 | 2h 0m | DETAILS,2026-01-30T15:10:13.307312
2026-04-06,BKK,arrival,10:55,HYD Hyderabad,6E1067,6E,3h 45m,10:55 | IndiGo | HYD Hyderabad | 6E1067 | 3h 45m | DETAILS,2026-01-30T15:10:13.387397
2026-04-06,BKK,arrival,10:55,TPE Taipei,BR67,BR,3h 55m,10:55 | EVA Air | TPE Taipei | BR67 | 3h 55m | DETAILS,2026-01-30T15:10:13.470611
2026-04-06,BKK,arrival,10:55,KBV Krabi,TG242,TG,1h 25m,10:55 | Thai Airways | KBV Krabi | TG242 | 1h 25m | DETAILS,2026-01-30T15:10:13.552508
2026-04-06,BKK,arrival,10:55,CNX Chiang Mai,VZ115,VZ,1h 20m,10:55 | Vietjet Thailand | CNX Chiang Mai | VZ115 | 1h 20m | DETAILS,2026-01-30T15:10:13.636150
2026-04-06,BKK,arrival,11:00,CAN Guangzhou,9C7419,9C,3h 0m,11:00 | Spring Airlines | CAN Guangzhou | 9C7419 | 3h 0m | DETAILS,2026-01-30T15:10:13.916445
2026-04-06,BKK,arrival,11:00,KBV Krabi,PG262,PG,1h 35m,11:00 | Bangkok Airways | KBV Krabi | PG262 | 1h 35m | DETAILS,2026-01-30T15:10:14.002398
2026-04-06,BKK,arrival,11:00,SAI Siem Reap,PG924,PG,1h 20m,11:00 | Bangkok Airways | SAI Siem Reap | PG924 | 1h 20m | DETAILS,2026-01-30T15:10:14.065715
2026-04-06,BKK,arrival,11:00,SIN Singapore,SQ708,SQ,2h 30m,11:00 | Singapore Airlines | SIN Singapore | SQ708 | 2h 30m | DETAILS,2026-01-30T15:10:14.130082
2026-04-06,BKK,arrival,11:00,KTI Phnom Penh,TG587,TG,1h 20m,11:00 | Thai Airways | KTI Phnom Penh | TG587 | 1h 20m | DETAILS,2026-01-30T15:10:14.193824
2026-04-06,BKK,arrival,11:05,HKG Hong Kong,CX717,CX,3h 5m,11:05 | Cathay Pacific | HKG Hong Kong | CX717 | 3h 5m | DETAILS,2026-01-30T15:10:14.256815
2026-04-06,BKK,arrival,11:05,PVG Shanghai,TG663,TG,4h 35m,11:05 | Thai Airways | PVG Shanghai | TG663 | 4h 35m | DETAILS,2026-01-30T15:10:14.317604
2026-04-06,BKK,arrival,11:10,TPE Taipei,BR211,BR,3h 50m,11:10 | EVA Air | TPE Taipei | BR211 | 3h 50m | DETAILS,2026-01-30T15:10:14.383107
2026-04-06,BKK,arrival,11:10,SWA Jieyang,CZ8355,CZ,3h 10m,11:10 | China Southern | SWA Jieyang | CZ8355 | 3h 10m | DETAILS,2026-01-30T15:10:14.446307
2026-04-06,BKK,arrival,11:10,HKT Phuket,TG202,TG,1h 30m,11:10 | Thai Airways | HKT Phuket | TG202 | 1h 30m | DETAILS,2026-01-30T15:10:14.511142
2026-04-06,BKK,arrival,11:10,SZX Shenzhen,ZH309,ZH,3h 0m,11:10 | Shenzhen Airlines | SZX Shenzhen | ZH309 | 3h 0m | DETAILS,2026-01-30T15:10:14.571560
2026-04-06,BKK,arrival,11:15,XMN Xiamen,MF853,MF,3h 25m,11:15 | XiamenAir | XMN Xiamen | MF853 | 3h 25m | DETAILS,2026-01-30T15:10:14.639100
2026-04-06,BKK,arrival,11:15,ICN Seoul,OZ743,OZ,6h 5m,11:15 | Asiana | ICN Seoul | OZ743 | 6h 5m | DETAILS,2026-01-30T15:10:14.703112
2026-04-06,BKK,arrival,11:20,BOM Mumbai,6E1051,6E,4h 40m,11:20 | IndiGo | BOM Mumbai | 6E1051 | 4h 40m | DETAILS,2026-01-30T15:10:14.768518
2026-04-06,BKK,arrival,11:20,SZX Shenzhen,CZ8075,CZ,3h 25m,11:20 | China Southern | SZX Shenzhen | CZ8075 | 3h 25m | DETAILS,2026-01-30T15:10:14.829189
2026-04-06,BKK,arrival,11:20,USM Koh Samui,PG124,PG,1h 15m,11:20 | Bangkok Airways | USM Koh Samui | PG124 | 1h 15m | DETAILS,2026-01-30T15:10:14.892188
2026-04-06,BKK,arrival,11:20,UTH Udon Thani,VZ201,VZ,1h 10m,11:20 | Vietjet Thailand | UTH Udon Thani | VZ201 | 1h 10m | DETAILS,2026-01-30T15:10:14.956775
2026-04-06,BKK,arrival,11:30,HKG Hong Kong,CX755,CX,3h 5m,11:30 | Cathay Pacific | HKG Hong Kong | CX755 | 3h 5m | DETAILS,2026-01-30T15:10:15.019850
2026-04-06,BKK,arrival,11:30,SGN Ho Chi Minh City,TG551,TG,1h 25m,11:30 | Thai Airways | SGN Ho Chi Minh City | TG551 | 1h 25m | DETAILS,2026-01-30T15:10:15.092159
2026-04-06,BKK,arrival,11:35,CNX Chiang Mai,PG216,PG,1h 25m,11:35 | Bangkok Airways | CNX Chiang Mai | PG216 | 1h 25m | DETAILS,2026-01-30T15:10:15.158505
2026-04-06,BKK,arrival,11:40,CAN Guangzhou,CZ8079,CZ,3h 0m,11:40 | China Southern | CAN Guangzhou | CZ8079 | 3h 0m | DETAILS,2026-01-30T15:10:15.221959
2026-04-06,BKK,arrival,11:40,CEI Chiang Rai,TG131,TG,1h 30m,11:40 | Thai Airways | CEI Chiang Rai | TG131 | 1h 30m | DETAILS,2026-01-30T15:10:15.295997
