date,airport,direction,time,destination,flight,airline,duration,raw_text,scraped_at
2026-04-04,BKK,departure,18:35,UTH Udon Thani,FD4352,FD,1h 15m,18:35 | Thai AirAsia | UTH Udon Thani | FD4352 | 1h 15m | DETAILS,2026-01-30T15:03:48.654011
2026-04-04,BKK,departure,18:35,KTI Phnom Penh,TG584,TG,1h 20m,18:35 | Thai Airways | KTI Phnom Penh | TG584 | 1h 20m | DETAILS,2026-01-30T15:03:48.711301
2026-04-04,BKK,departure,18:40,KBV Krabi,FD4408,FD,1h 35m,18:40 | Thai AirAsia | KBV Krabi | FD4408 | 1h 35m | DETAILS,2026-01-30T15:03:48.766474
2026-04-04,BKK,departure,18:40,KUL Kuala Lumpur,MH775,MH,2h 15m,18:40 | Malaysia Airlines | KUL Kuala Lumpur | MH775 | 2h 15m | DETAILS,2026-01-30T15:03:48.830630
2026-04-04,BKK,departure,18:45,HAN Hanoi,VJ904,VJ,1h 40m,18:45 | VietJet | HAN Hanoi | VJ904 | 1h 40m | DETAILS,2026-01-30T15:03:48.887075
2026-04-04,BKK,departure,18:45,KBV Krabi,VZ344,VZ,1h 25m,18:45 | Vietjet Thailand | KBV Krabi | VZ344 | 1h 25m | DETAILS,2026-01-30T15:03:48.942102
2026-04-04,BKK,departure,18:50,PVG Shanghai,9C8892,9C,4h 40m,18:50 | Spring Airlines | PVG Shanghai | 9C8892 | 4h 40m | DETAILS,2026-01-30T15:03:48.997415
2026-04-04,BKK,departure,18:50,DEL Delhi,TG315,TG,4h 30m,18:50 | Thai Airways | DEL Delhi | TG315 | 4h 30m | DETAILS,2026-01-30T15:03:49.055512
2026-04-04,BKK,departure,18:55,BOM Mumbai,TG317,TG,4h 30m,18:55 | Thai Airways | BOM Mumbai | TG317 | 4h 30m | DETAILS,2026-01-30T15:03:49.111151
2026-04-04,BKK,departure,19:00,HKG Hong Kong,CX704,CX,2h 55m,19:00 | Cathay Pacific | HKG Hong Kong | CX704 | 2h 55m | DETAILS,2026-01-30T15:03:49.166737
2026-04-04,BKK,departure,19:00,CAN Guangzhou,CZ364,CZ,3h 10m,19:00 | China Southern | CAN Guangzhou | CZ364 | 3h 10m | DETAILS,2026-01-30T15:03:49.225846
2026-04-04,BKK,departure,19:00,KHI Karachi,TG341,TG,5h 0m,19:00 | Thai Airways | KHI Karachi | TG341 | 5h 0m | DETAILS,2026-01-30T15:03:49.283961
2026-04-04,BKK,departure,19:00,CNX Chiang Mai,VZ2106,VZ,1h 20m,19:00 | Vietjet Thailand | CNX Chiang Mai | VZ2106 | 1h 20m | DETAILS,2026-01-30T15:03:49.342851
2026-04-04,BKK,departure,19:00,ISB Islamabad,TG349,TG,5h 10m,19:00 | Thai Airways | ISB Islamabad | TG349 | 5h 10m | DETAILS,2026-01-30T15:03:49.400522
2026-04-04,BKK,departure,19:05,HAN Hanoi,VN618,VN,1h 55m,19:05 | Vietnam Airlines | HAN Hanoi | VN618 | 1h 55m | DETAILS,2026-01-30T15:03:49.459129
2026-04-04,BKK,departure,19:10,KKC Khon Kaen,FD4503,FD,1h 10m,19:10 | Thai AirAsia | KKC Khon Kaen | FD4503 | 1h 10m | DETAILS,2026-01-30T15:03:49.514731
2026-04-04,BKK,departure,19:10,PVG Shanghai,FM856,FM,4h 55m,19:10 | Shanghai Airlines | PVG Shanghai | FM856 | 4h 55m | DETAILS,2026-01-30T15:03:49.568968
2026-04-04,BKK,departure,19:10,HKT Phuket,TG221,TG,1h 30m,19:10 | Thai Airways | HKT Phuket | TG221 | 1h 30m | DETAILS,2026-01-30T15:03:49.625758
2026-04-04,BKK,departure,19:10,MCT Muscat,WY816,WY,5h 50m,19:10 | Oman Air | MCT Muscat | WY816 | 5h 50m | DETAILS,2026-01-30T15:03:49.681248
2026-04-04,BKK,departure,19:10,SIN Singapore,TG401,TG,2h 20m,19:10 | Thai Airways | SIN Singapore | TG401 | 2h 20m | DETAILS,2026-01-30T15:03:49.742952
2026-04-04,BKK,departure,19:15,CNX Chiang Mai,TG120,TG,1h 15m,19:15 | Thai Airways | CNX Chiang Mai | TG120 | 1h 15m | DETAILS,2026-01-30T15:03:49.812283
2026-04-04,BKK,departure,19:20,RGN Yangon,8M332,8M,1h 20m,19:20 | MAI | RGN Yangon | 8M332 | 1h 20m | DETAILS,2026-01-30T15:03:49.877790
2026-04-04,BKK,departure,19:20,HAK Haikou,HU722,HU,2h 25m,19:20 | Hainan Airlines | HAK Haikou | HU722 | 2h 25m | DETAILS,2026-01-30T15:03:49.940759
2026-04-04,BKK,departure,19:20,USM Koh Samui,PG185,PG,1h 30m,19:20 | Bangkok Airways | USM Koh Samui | PG185 | 1h 30m | DETAILS,2026-01-30T15:03:50.004134
2026-04-04,BKK,departure,19:20,PEN Penang,TG425,TG,1h 50m,19:20 | Thai Airways | PEN Penang | TG425 | 1h 50m | DETAILS,2026-01-30T15:03:50.065741
2026-04-04,BKK,departure,19:25,USM Koh Samui,PG183,PG,1h 5m,19:25 | Bangkok Airways | USM Koh Samui | PG183 | 1h 5m | DETAILS,2026-01-30T15:03:50.126762
2026-04-04,BKK,departure,19:30,KMG Kunming,KY8370,KY,2h 35m,19:30 | Kunming Airlines | KMG Kunming | KY8370 | 2h 35m | DETAILS,2026-01-30T15:03:50.220376
2026-04-04,BKK,departure,19:30,MNL Manila,PR737,PR,3h 35m,19:30 | PAL | MNL Manila | PR737 | 3h 35m | DETAILS,2026-01-30T15:03:50.281520
2026-04-04,BKK,departure,19:30,SZX Shenzhen,ZH308,ZH,2h 55m,19:30 | Shenzhen Airlines | SZX Shenzhen | ZH308 | 2h 55m | DETAILS,2026-01-30T15:03:50.343756
2026-04-04,BKK,departure,19:30,SGN Ho Chi Minh City,VN606,VN,1h 45m,19:30 | Vietnam Airlines | SGN Ho Chi Minh City | VN606 | 1h 45m | DETAILS,2026-01-30T15:03:50.406450
2026-04-04,BKK,departure,19:35,PEK Beijing,CA960,CA,4h 50m,19:35 | Air China | PEK Beijing | CA960 | 4h 50m | DETAILS,2026-01-30T15:03:50.470014
2026-04-04,BKK,departure,19:40,HKT Phuket,VZ308,VZ,1h 30m,19:40 | Vietjet Thailand | HKT Phuket | VZ308 | 1h 30m | DETAILS,2026-01-30T15:03:50.532146
2026-04-04,BKK,departure,19:40,MEL Melbourne,TG465,TG,8h 50m,19:40 | Thai Airways | MEL Melbourne | TG465 | 8h 50m | DETAILS,2026-01-30T15:03:50.588836
2026-04-04,BKK,departure,19:45,KUL Kuala Lumpur,MH781,MH,2h 10m,19:45 | Malaysia Airlines | KUL Kuala Lumpur | MH781 | 2h 10m | DETAILS,2026-01-30T15:03:50.650415
2026-04-04,BKK,departure,19:45,HKT Phuket,PG279,PG,1h 30m,19:45 | Bangkok Airways | HKT Phuket | PG279 | 1h 30m | DETAILS,2026-01-30T15:03:50.705852
2026-04-04,BKK,departure,19:45,UTH Udon Thani,TG8,TG,1h 10m,19:45 | Thai Airways | UTH Udon Thani | TG8 | 1h 10m | DETAILS,2026-01-30T15:03:50.760482
2026-04-04,BKK,departure,19:45,HKG Hong Kong,UO703,UO,2h 55m,19:45 | HK Express | HKG Hong Kong | UO703 | 2h 55m | DETAILS,2026-01-30T15:03:50.816555
2026-04-04,BKK,departure,19:45,HDY Hat Yai,VZ328,VZ,1h 30m,19:45 | Vietjet Thailand | HDY Hat Yai | VZ328 | 1h 30m | DETAILS,2026-01-30T15:03:50.870456
2026-04-04,BKK,departure,19:50,LHE Lahore,TG345,TG,4h 40m,19:50 | Thai Airways | LHE Lahore | TG345 | 4h 40m | DETAILS,2026-01-30T15:03:50.929362
2026-04-04,BKK,departure,19:55,CKG Chongqing,3U3772,3U,3h 15m,19:55 | Sichuan Airlines | CKG Chongqing | 3U3772 | 3h 15m | DETAILS,2026-01-30T15:03:51.013515
2026-04-04,BKK,departure,19:55,SGN Ho Chi Minh City,VJ806,VJ,1h 30m,19:55 | VietJet | SGN Ho Chi Minh City | VJ806 | 1h 30m | DETAILS,2026-01-30T15:03:51.076020
2026-04-04,BKK,departure,20:00,TPE Taipei,VZ570,VZ,3h 50m,20:00 | Vietjet Thailand | TPE Taipei | VZ570 | 3h 50m | DETAILS,2026-01-30T15:03:51.133411
2026-04-04,BKK,departure,20:00,DOH Doha,QR835,QR,6h 55m,20:00 | Qatar Airways | DOH Doha | QR835 | 6h 55m | DETAILS,2026-01-30T15:03:51.187390
2026-04-04,BKK,departure,20:00,AMD Ahmedabad,VZ750,VZ,4h 25m,20:00 | Vietjet Thailand | AMD Ahmedabad | VZ750 | 4h 25m | DETAILS,2026-01-30T15:03:51.244427
2026-04-04,BKK,departure,20:05,USM Koh Samui,PG193,PG,1h 30m,20:05 | Bangkok Airways | USM Koh Samui | PG193 | 1h 30m | DETAILS,2026-01-30T15:03:51.301680
2026-04-04,BKK,departure,20:10,SAI Siem Reap,EK370,EK,1h 20m,20:10 | Emirates | SAI Siem Reap | EK370 | 1h 20m | DETAILS,2026-01-30T15:03:51.357577
2026-04-04,BKK,departure,20:15,BOM Mumbai,6E1060,6E,4h 25m,20:15 | IndiGo | BOM Mumbai | 6E1060 | 4h 25m | DETAILS,2026-01-30T15:03:51.505522
2026-04-04,BKK,departure,20:15,CNX Chiang Mai,FD4116,FD,1h 20m,20:15 | Thai AirAsia | CNX Chiang Mai | FD4116 | 1h 20m | DETAILS,2026-01-30T15:03:51.615579
2026-04-04,BKK,departure,20:15,HKT Phuket,FD4419,FD,1h 30m,20:15 | Thai AirAsia | HKT Phuket | FD4419 | 1h 30m | DETAILS,2026-01-30T15:03:51.705779
2026-04-04,BKK,departure,20:15,BAH Bahrain,GF153,GF,6h 40m,20:15 | Gulf Air | BAH Bahrain | GF153 | 6h 40m | DETAILS,2026-01-30T15:03:51.800949
2026-04-04,BKK,departure,20:15,SIN Singapore,SQ713,SQ,2h 25m,20:15 | Singapore Airlines | SIN Singapore | SQ713 | 2h 25m | DETAILS,2026-01-30T15:03:51.894425
2026-04-04,BKK,departure,20:20,BOM Mumbai,AI2338,AI,4h 50m,20:20 | Air India | BOM Mumbai | AI2338 | 4h 50m | DETAILS,2026-01-30T15:03:51.993933
2026-04-04,BKK,departure,20:20,CAN Guangzhou,CZ8020,CZ,3h 0m,20:20 | China Southern | CAN Guangzhou | CZ8020 | 3h 0m | DETAILS,2026-01-30T15:03:52.088914
2026-04-04,BKK,departure,20:35,KMG Kunming,KY8368,KY,2h 5m,20:35 | Kunming Airlines | KMG Kunming | KY8368 | 2h 5m | DETAILS,2026-01-30T15:03:52.195705
2026-04-04,BKK,departure,20:35,SIN Singapore,TR617,TR,2h 30m,20:35 | Scoot | SIN Singapore | TR617 | 2h 30m | DETAILS,2026-01-30T15:03:52.292800
2026-04-04,BKK,departure,20:40,CNX Chiang Mai,VZ118,VZ,1h 20m,20:40 | Vietjet Thailand | CNX Chiang Mai | VZ118 | 1h 20m | DETAILS,2026-01-30T15:03:52.391175
2026-04-04,BKK,departure,20:45,RGN Yangon,8M351,8M,1h 20m,20:45 | MAI | RGN Yangon | 8M351 | 1h 20m | DETAILS,2026-01-30T15:03:52.488107
2026-04-04,BKK,departure,20:50,KMG Kunming,MU9614,MU,2h 30m,20:50 | China Eastern | KMG Kunming | MU9614 | 2h 30m | DETAILS,2026-01-30T15:03:52.594082
2026-04-04,BKK,departure,20:50,VTE Vientiane,QV446,QV,1h 0m,20:50 | Lao Airlines | VTE Vientiane | QV446 | 1h 0m | DETAILS,2026-01-30T15:03:52.690581
2026-04-04,BKK,departure,21:00,AUH Abu Dhabi,EY407,EY,6h 30m,21:00 | Etihad | AUH Abu Dhabi | EY407 | 6h 30m | DETAILS,2026-01-30T15:03:52.786480
2026-04-04,BKK,departure,21:00,AMD Ahmedabad,TG343,TG,4h 40m,21:00 | Thai Airways | AMD Ahmedabad | TG343 | 4h 40m | DETAILS,2026-01-30T15:03:52.887401
2026-04-04,BKK,departure,21:00,HKT Phuket,VZ312,VZ,1h 30m,21:00 | Vietjet Thailand | HKT Phuket | VZ312 | 1h 30m | DETAILS,2026-01-30T15:03:53.006394
2026-04-04,BKK,departure,21:05,SGN Ho Chi Minh City,VN608,VN,1h 55m,21:05 | Vietnam Airlines | SGN Ho Chi Minh City | VN608 | 1h 55m | DETAILS,2026-01-30T15:03:53.115400
2026-04-04,BKK,departure,21:05,BOM Mumbai,VZ760,VZ,4h 15m,21:05 | Vietjet Thailand | BOM Mumbai | VZ760 | 4h 15m | DETAILS,2026-01-30T15:03:53.210231
2026-04-04,BKK,departure,21:05,DOH Doha,QR829,QR,6h 50m,21:05 | Qatar Airways | DOH Doha | QR829 | 6h 50m | DETAILS,2026-01-30T15:03:53.309843
2026-04-04,BKK,departure,21:10,DXB Dubai,EK373,EK,6h 40m,21:10 | Emirates | DXB Dubai | EK373 | 6h 40m | DETAILS,2026-01-30T15:03:53.408613
2026-04-04,BKK,departure,21:15,SIN Singapore,SQ719,SQ,2h 20m,21:15 | Singapore Airlines | SIN Singapore | SQ719 | 2h 20m | DETAILS,2026-01-30T15:03:53.508269
2026-04-04,BKK,departure,21:15,KTM Kathmandu,TG309,TG,3h 25m,21:15 | Thai Airways | KTM Kathmandu | TG309 | 3h 25m | DETAILS,2026-01-30T15:03:53.609561
2026-04-04,BKK,departure,21:30,HKT Phuket,PG287,PG,1h 30m,21:30 | Bangkok Airways | HKT Phuket | PG287 | 1h 30m | DETAILS,2026-01-30T15:03:53.705933
2026-04-04,BKK,departure,21:35,HND Tokyo,NH850,NH,6h 25m,21:35 | ANA | HND Tokyo | NH850 | 6h 25m | DETAILS,2026-01-30T15:03:53.832996
2026-04-04,BKK,departure,21:40,TFU Chengdu,EU2868,EU,3h 0m,21:40 | Chengdu Airlines | TFU Chengdu | EU2868 | 3h 0m | DETAILS,2026-01-30T15:03:53.939024
2026-04-04,BKK,departure,21:40,BNE Brisbane,JQ66,JQ,8h 50m,21:40 | Jetstar | BNE Brisbane | JQ66 | 8h 50m | DETAILS,2026-01-30T15:03:54.027867
2026-04-04,BKK,departure,21:40,ICN Seoul,KE658,KE,5h 25m,21:40 | Korean Air | ICN Seoul | KE658 | 5h 25m | DETAILS,2026-01-30T15:03:54.112839
2026-04-04,BKK,departure,21:40,CMB Colombo,TG307,TG,3h 45m,21:40 | Thai Airways | CMB Colombo | TG307 | 3h 45m | DETAILS,2026-01-30T15:03:54.197256
2026-04-04,BKK,departure,21:40,RGN Yangon,UB18,UB,1h 25m,21:40 | Myanmar National Airlines | RGN Yangon | UB18 | 1h 25m | DETAILS,2026-01-30T15:03:54.278436
2026-04-04,BKK,departure,21:50,BLR Bengaluru,TG325,TG,3h 35m,21:50 | Thai Airways | BLR Bengaluru | TG325 | 3h 35m | DETAILS,2026-01-30T15:03:54.361367
2026-04-04,BKK,departure,21:50,HYD Hyderabad,TG329,TG,3h 30m,21:50 | Thai Airways | HYD Hyderabad | TG329 | 3h 30m | DETAILS,2026-01-30T15:03:54.642104
2026-04-04,BKK,departure,21:55,CAN Guangzhou,9C7420,9C,3h 5m,21:55 | Spring Airlines | CAN Guangzhou | 9C7420 | 3h 5m | DETAILS,2026-01-30T15:03:54.735173
2026-04-04,BKK,departure,21:55,PVG Shanghai,FM840,FM,4h 50m,21:55 | Shanghai Airlines | PVG Shanghai | FM840 | 4h 50m | DETAILS,2026-01-30T15:03:54.801976
2026-04-04,BKK,departure,21:55,MAA Chennai,TG337,TG,3h 20m,21:55 | Thai Airways | MAA Chennai | TG337 | 3h 20m | DETAILS,2026-01-30T15:03:54.862673
2026-04-04,BKK,departure,21:55,CNX Chiang Mai,VZ2104,VZ,1h 20m,21:55 | Vietjet Thailand | CNX Chiang Mai | VZ2104 | 1h 20m | DETAILS,2026-01-30T15:03:54.923499
2026-04-04,BKK,departure,22:00,HKG Hong Kong,HX766,HX,3h 15m,22:00 | Hong Kong Airlines | HKG Hong Kong | HX766 | 3h 15m | DETAILS,2026-01-30T15:03:54.981129
2026-04-04,BKK,departure,22:05,HND Tokyo,JL34,JL,6h 15m,22:05 | JAL | HND Tokyo | JL34 | 6h 15m | DETAILS,2026-01-30T15:03:55.038945
2026-04-04,BKK,departure,22:10,NRT Tokyo,TG640,TG,6h 10m,22:10 | Thai Airways | NRT Tokyo | TG640 | 6h 10m | DETAILS,2026-01-30T15:03:55.099281
2026-04-04,BKK,departure,22:15,HAN Hanoi,VN616,VN,1h 55m,22:15 | Vietnam Airlines | HAN Hanoi | VN616 | 1h 55m | DETAILS,2026-01-30T15:03:55.156498
2026-04-04,BKK,departure,22:15,HKT Phuket,VZ316,VZ,1h 30m,22:15 | Vietjet Thailand | HKT Phuket | VZ316 | 1h 30m | DETAILS,2026-01-30T15:03:55.215845
2026-04-04,BKK,departure,22:20,ICN Seoul,BX728,BX,5h 45m,22:20 | Air Busan | ICN Seoul | BX728 | 5h 45m | DETAILS,2026-01-30T15:03:55.274121
2026-04-04,BKK,departure,22:20,SYD Sydney,TG471,TG,9h 0m,22:20 | Thai Airways | SYD Sydney | TG471 | 9h 0m | DETAILS,2026-01-30T15:03:55.335152
2026-04-04,BKK,departure,22:25,ICN Seoul,LJ2,LJ,5h 40m,22:25 | Jin Air | ICN Seoul | LJ2 | 5h 40m | DETAILS,2026-01-30T15:03:55.392826
2026-04-04,BKK,departure,22:25,DEL Delhi,AI2303,AI,4h 45m,22:25 | Air India | DEL Delhi | AI2303 | 4h 45m | DETAILS,2026-01-30T15:03:55.449926
2026-04-04,BKK,departure,22:25,TLV Tel Aviv-Yafo,LY86,LY,10h 35m,22:25 | El Al | TLV Tel Aviv-Yafo | LY86 | 10h 35m | DETAILS,2026-01-30T15:03:55.508289
2026-04-04,BKK,departure,22:45,HND Tokyo,TG682,TG,6h 10m,22:45 | Thai Airways | HND Tokyo | TG682 | 6h 10m | DETAILS,2026-01-30T15:03:55.568938
2026-04-04,BKK,departure,22:45,IST Istanbul,TK69,TK,10h 0m,22:45 | Turkish Airlines | IST Istanbul | TK69 | 10h 0m | DETAILS,2026-01-30T15:03:55.623689
2026-04-04,BKK,departure,22:45,MFM Macau,NX991,NX,2h 45m,22:45 | Air Macau | MFM Macau | NX991 | 2h 45m | DETAILS,2026-01-30T15:03:55.681726
2026-04-04,BKK,departure,22:50,CRK Angeles,5J944,5J,3h 25m,22:50 | Cebu Pacific | CRK Angeles | 5J944 | 3h 25m | DETAILS,2026-01-30T15:03:55.736202
2026-04-04,BKK,departure,22:55,MUC Munich,LH773,LH,11h 20m,22:55 | Lufthansa | MUC Munich | LH773 | 11h 20m | DETAILS,2026-01-30T15:03:55.791833
2026-04-04,BKK,departure,22:55,SIN Singapore,TR615,TR,2h 30m,22:55 | Scoot | SIN Singapore | TR615 | 2h 30m | DETAILS,2026-01-30T15:03:55.856636
2026-04-04,BKK,departure,22:55,PUS Busan,BX726,BX,5h 25m,22:55 | Air Busan | PUS Busan | BX726 | 5h 25m | DETAILS,2026-01-30T15:03:55.918388
2026-04-04,BKK,departure,23:10,ICN Seoul,TG658,TG,5h 25m,23:10 | Thai Airways | ICN Seoul | TG658 | 5h 25m | DETAILS,2026-01-30T15:03:55.974543
2026-04-04,BKK,departure,23:10,NRT Tokyo,ZG52,ZG,6h 20m,23:10 | Zipair | NRT Tokyo | ZG52 | 6h 20m | DETAILS,2026-01-30T15:03:56.033919
2026-04-04,BKK,departure,23:15,DEL Delhi,TG331,TG,4h 30m,23:15 | Thai Airways | DEL Delhi | TG331 | 4h 30m | DETAILS,2026-01-30T15:03:56.092160
2026-04-04,BKK,departure,23:15,IST Istanbul,TK53,TK,10h 15m,23:15 | Turkish Airlines | IST Istanbul | TK53 | 10h 15m | DETAILS,2026-01-30T15:03:56.151137
2026-04-04,BKK,departure,23:25,RGN Yangon,8M373,8M,1h 20m,23:25 | MAI | RGN Yangon | 8M373 | 1h 20m | DETAILS,2026-01-30T15:03:56.210566
2026-04-04,BKK,departure,23:30,ICN Seoul,TG656,TG,5h 25m,23:30 | Thai Airways | ICN Seoul | TG656 | 5h 25m | DETAILS,2026-01-30T15:03:56.267295
2026-04-04,BKK,departure,23:30,ICN Seoul,KE652,KE,5h 25m,23:30 | Korean Air | ICN Seoul | KE652 | 5h 25m | DETAILS,2026-01-30T15:03:56.321627
2026-04-04,BKK,departure,23:35,IST Istanbul,TG900,TG,10h 0m,23:35 | Thai Airways | IST Istanbul | TG900 | 10h 0m | DETAILS,2026-01-30T15:03:56.380903
2026-04-04,BKK,departure,23:35,NRT Tokyo,VZ830,VZ,6h 20m,23:35 | Vietjet Thailand | NRT Tokyo | VZ830 | 6h 20m | DETAILS,2026-01-30T15:03:56.438875
2026-04-04,BKK,departure,23:40,VIE Vienna,OS8,OS,10h 55m,23:40 | Austrian | VIE Vienna | OS8 | 10h 55m | DETAILS,2026-01-30T15:03:56.493621
2026-04-04,BKK,departure,23:40,MNL Manila,PR733,PR,3h 25m,23:40 | PAL | MNL Manila | PR733 | 3h 25m | DETAILS,2026-01-30T15:03:56.549636
2026-04-04,BKK,departure,23:40,PUS Busan,LJ22,LJ,5h 20m,23:40 | Jin Air | PUS Busan | LJ22 | 5h 20m | DETAILS,2026-01-30T15:03:56.605860
2026-04-04,BKK,departure,23:45,CCU Kolkata,TG313,TG,2h 30m,23:45 | Thai Airways | CCU Kolkata | TG313 | 2h 30m | DETAILS,2026-01-30T15:03:56.662821
2026-04-04,BKK,departure,23:45,CTS Sapporo,TG670,TG,6h 45m,23:45 | Thai Airways | CTS Sapporo | TG670 | 6h 45m | DETAILS,2026-01-30T15:03:56.718395
2026-04-04,BKK,departure,23:45,FRA Frankfurt,TG920,TG,11h 30m,23:45 | Thai Airways | FRA Frankfurt | TG920 | 11h 30m | DETAILS,2026-01-30T15:03:56.777813
2026-04-04,BKK,departure,23:50,DAC Dhaka,TG339,TG,2h 35m,23:50 | Thai Airways | DAC Dhaka | TG339 | 2h 35m | DETAILS,2026-01-30T15:03:56.835467
2026-04-04,BKK,departure,23:50,NRT Tokyo,TG642,TG,6h 20m,23:50 | Thai Airways | NRT Tokyo | TG642 | 6h 20m | DETAILS,2026-01-30T15:03:56.890018
2026-04-04,BKK,departure,23:55,TLV Tel Aviv-Yafo,LY82,LY,10h 50m,23:55 | El Al | TLV Tel Aviv-Yafo | LY82 | 10h 50m | DETAILS,2026-01-30T15:03:56.946410
2026-04-04,BKK,departure,23:55,TLV Tel Aviv-Yafo,IZ592,IZ,10h 35m,23:55 | Arkia | TLV Tel Aviv-Yafo | IZ592 | 10h 35m | DETAILS,2026-01-30T15:03:57.001743
2026-04-04,BKK,departure,23:59,KIX Osaka,TG622,TG,5h 31m,23:59 | Thai Airways | KIX Osaka | TG622 | 5h 31m | DETAILS,2026-01-30T15:03:57.056616
2026-04-04,BKK,arrival,00:00,PVG Shanghai,9C8755,9C,5h 5m,00:00 | Spring Airlines | PVG Shanghai | 9C8755 | 5h 5m | DETAILS,2026-01-30T15:04:45.082404
2026-04-04,BKK,arrival,00:05,JED Jeddah,SV848,SV,8h 15m,00:05 | Saudia | JED Jeddah | SV848 | 8h 15m | DETAILS,2026-01-30T15:04:45.140860
2026-04-04,BKK,arrival,00:10,ICN Seoul,7C2503,7C,6h 5m,00:10 | Jeju Air | ICN Seoul | 7C2503 | 6h 5m | DETAILS,2026-01-30T15:04:45.196600
2026-04-04,BKK,arrival,00:10,PEK Beijing,CA979,CA,5h 5m,00:10 | Air China | PEK Beijing | CA979 | 5h 5m | DETAILS,2026-01-30T15:04:45.256776
2026-04-04,BKK,arrival,00:15,TFU Chengdu,3U3937,3U,3h 20m,00:15 | Sichuan Airlines | TFU Chengdu | 3U3937 | 3h 20m | DETAILS,2026-01-30T15:04:45.324535
2026-04-04,BKK,arrival,00:25,HKG Hong Kong,HX779,HX,3h 20m,00:25 | Hong Kong Airlines | HKG Hong Kong | HX779 | 3h 20m | DETAILS,2026-01-30T15:04:45.389154
2026-04-04,BKK,arrival,00:30,PVG Shanghai,HO1351,HO,4h 35m,00:30 | Juneyao Airlines | PVG Shanghai | HO1351 | 4h 35m | DETAILS,2026-01-30T15:04:45.449659
2026-04-04,BKK,arrival,00:40,PVG Shanghai,MU547,MU,4h 40m,00:40 | China Eastern | PVG Shanghai | MU547 | 4h 40m | DETAILS,2026-01-30T15:04:45.508384
2026-04-04,BKK,arrival,00:50,HAN Hanoi,ET609,ET,1h 30m,00:50 | Ethiopian | HAN Hanoi | ET609 | 1h 30m | DETAILS,2026-01-30T15:04:45.565909
2026-04-04,BKK,arrival,00:50,HKG Hong Kong,HX759,HX,3h 0m,00:50 | Hong Kong Airlines | HKG Hong Kong | HX759 | 3h 0m | DETAILS,2026-01-30T15:04:45.625598
2026-04-04,BKK,arrival,00:50,XMN Xiamen,MF843,MF,3h 30m,00:50 | XiamenAir | XMN Xiamen | MF843 | 3h 30m | DETAILS,2026-01-30T15:04:45.684231
2026-04-04,BKK,arrival,01:05,TAE Daegu,TW105,TW,5h 40m,01:05 | T´Way Air | TAE Daegu | TW105 | 5h 40m | DETAILS,2026-01-30T15:04:45.739024
2026-04-04,BKK,arrival,01:10,DAD Da Nang,EK371,EK,1h 40m,01:10 | Emirates | DAD Da Nang | EK371 | 1h 40m | DETAILS,2026-01-30T15:04:45.796340
2026-04-04,BKK,arrival,01:10,NKG Nanjing,MU2803,MU,4h 0m,01:10 | China Eastern | NKG Nanjing | MU2803 | 4h 0m | DETAILS,2026-01-30T15:04:45.854823
2026-04-04,BKK,arrival,01:15,CAN Guangzhou,MU2077,MU,3h 10m,01:15 | China Eastern | CAN Guangzhou | MU2077 | 3h 10m | DETAILS,2026-01-30T15:04:45.911958
2026-04-04,BKK,arrival,01:20,XIY Xian,9C6251,9C,4h 10m,01:20 | Spring Airlines | XIY Xian | 9C6251 | 4h 10m | DETAILS,2026-01-30T15:04:45.977659
2026-04-04,BKK,arrival,01:25,RGN Yangon,8M390,8M,1h 20m,01:25 | MAI | RGN Yangon | 8M390 | 1h 20m | DETAILS,2026-01-30T15:04:46.052804
2026-04-04,BKK,arrival,01:25,TPE Taipei,CI837,CI,3h 45m,01:25 | China Airlines | TPE Taipei | CI837 | 3h 45m | DETAILS,2026-01-30T15:04:46.121366
2026-04-04,BKK,arrival,01:25,TNA Jinan,SC8075,SC,4h 50m,01:25 | Shandong Airlines | TNA Jinan | SC8075 | 4h 50m | DETAILS,2026-01-30T15:04:46.189006
2026-04-04,BKK,arrival,01:30,CAN Guangzhou,CZ3035,CZ,2h 55m,01:30 | China Southern | CAN Guangzhou | CZ3035 | 2h 55m | DETAILS,2026-01-30T15:04:46.501828
2026-04-04,BKK,arrival,01:40,HKG Hong Kong,HX767,HX,3h 0m,01:40 | Hong Kong Airlines | HKG Hong Kong | HX767 | 3h 0m | DETAILS,2026-01-30T15:04:46.600626
2026-04-04,BKK,arrival,01:50,MNL Manila,5J931,5J,3h 40m,01:50 | Cebu Pacific | MNL Manila | 5J931 | 3h 40m | DETAILS,2026-01-30T15:04:46.688764
2026-04-04,BKK,arrival,01:55,PVG Shanghai,FM841,FM,4h 40m,01:55 | Shanghai Airlines | PVG Shanghai | FM841 | 4h 40m | DETAILS,2026-01-30T15:04:46.791230
2026-04-04,BKK,arrival,02:15,SZX Shenzhen,ZH305,ZH,3h 0m,02:15 | Shenzhen Airlines | SZX Shenzhen | ZH305 | 3h 0m | DETAILS,2026-01-30T15:04:46.893867
2026-04-04,BKK,arrival,02:55,ASB Ashgabat,T5641,T5,6h 20m,02:55 | Turkmenistan Airlines | ASB Ashgabat | T5641 | 6h 20m | DETAILS,2026-01-30T15:04:46.996370
2026-04-04,BKK,arrival,03:00,DEL Delhi,SG87,SG,4h 10m,03:00 | SpiceJet | DEL Delhi | SG87 | 4h 10m | DETAILS,2026-01-30T15:04:47.104631
